"T","Points:0","Points:1","Points:2"
1025.9,1.875e+05,1.2891e+05,0
1022.1,1.8984e+05,1.2891e+05,0
1018.3,1.9219e+05,1.2891e+05,0
955.67,1.875e+05,1.3125e+05,0
952.04,1.8984e+05,1.3125e+05,0
948.46,1.9219e+05,1.3125e+05,0
1083.7,1.9219e+05,1.2656e+05,0
1079.8,1.9453e+05,1.2656e+05,0
1076,1.9688e+05,1.2656e+05,0
1018.3,1.9219e+05,1.2891e+05,0
1014.6,1.9453e+05,1.2891e+05,0
1010.9,1.9688e+05,1.2891e+05,0
948.46,1.9219e+05,1.3125e+05,0
944.93,1.9453e+05,1.3125e+05,0
941.45,1.9688e+05,1.3125e+05,0
1192.7,1.9688e+05,1.2188e+05,0
1188.8,1.9922e+05,1.2188e+05,0
1184.9,2.0156e+05,1.2188e+05,0
1136.6,1.9688e+05,1.2422e+05,0
1132.8,1.9922e+05,1.2422e+05,0
1128.9,2.0156e+05,1.2422e+05,0
1076,1.9688e+05,1.2656e+05,0
1072.2,1.9922e+05,1.2656e+05,0
1068.5,2.0156e+05,1.2656e+05,0
1184.9,2.0156e+05,1.2188e+05,0
1181.1,2.0391e+05,1.2188e+05,0
1177.3,2.0625e+05,1.2188e+05,0
1128.9,2.0156e+05,1.2422e+05,0
1125.2,2.0391e+05,1.2422e+05,0
1121.4,2.0625e+05,1.2422e+05,0
1068.5,2.0156e+05,1.2656e+05,0
1064.8,2.0391e+05,1.2656e+05,0
1061.1,2.0625e+05,1.2656e+05,0
1076,1.9688e+05,1.2656e+05,0
1072.2,1.9922e+05,1.2656e+05,0
1068.5,2.0156e+05,1.2656e+05,0
1010.9,1.9688e+05,1.2891e+05,0
1007.3,1.9922e+05,1.2891e+05,0
1003.7,2.0156e+05,1.2891e+05,0
941.45,1.9688e+05,1.3125e+05,0
938.02,1.9922e+05,1.3125e+05,0
934.63,2.0156e+05,1.3125e+05,0
1068.5,2.0156e+05,1.2656e+05,0
1064.8,2.0391e+05,1.2656e+05,0
1061.1,2.0625e+05,1.2656e+05,0
1003.7,2.0156e+05,1.2891e+05,0
1000.1,2.0391e+05,1.2891e+05,0
996.6,2.0625e+05,1.2891e+05,0
934.63,2.0156e+05,1.3125e+05,0
931.28,2.0391e+05,1.3125e+05,0
927.99,2.0625e+05,1.3125e+05,0
1358,2.0625e+05,1.125e+05,0
1354.6,2.0859e+05,1.125e+05,0
1351.2,2.1094e+05,1.125e+05,0
1319.1,2.0625e+05,1.1484e+05,0
1315.6,2.0859e+05,1.1484e+05,0
1312,2.1094e+05,1.1484e+05,0
1276.1,2.0625e+05,1.1719e+05,0
1272.5,2.0859e+05,1.1719e+05,0
1268.9,2.1094e+05,1.1719e+05,0
1351.2,2.1094e+05,1.125e+05,0
1347.8,2.1328e+05,1.125e+05,0
1344.4,2.1562e+05,1.125e+05,0
1312,2.1094e+05,1.1484e+05,0
1308.5,2.1328e+05,1.1484e+05,0
1305,2.1562e+05,1.1484e+05,0
1268.9,2.1094e+05,1.1719e+05,0
1265.3,2.1328e+05,1.1719e+05,0
1261.7,2.1562e+05,1.1719e+05,0
1276.1,2.0625e+05,1.1719e+05,0
1272.5,2.0859e+05,1.1719e+05,0
1268.9,2.1094e+05,1.1719e+05,0
1228.9,2.0625e+05,1.1953e+05,0
1225.2,2.0859e+05,1.1953e+05,0
1221.5,2.1094e+05,1.1953e+05,0
1177.3,2.0625e+05,1.2188e+05,0
1173.6,2.0859e+05,1.2188e+05,0
1169.9,2.1094e+05,1.2188e+05,0
1268.9,2.1094e+05,1.1719e+05,0
1265.3,2.1328e+05,1.1719e+05,0
1261.7,2.1562e+05,1.1719e+05,0
1221.5,2.1094e+05,1.1953e+05,0
1217.8,2.1328e+05,1.1953e+05,0
1214.2,2.1562e+05,1.1953e+05,0
1169.9,2.1094e+05,1.2188e+05,0
1166.3,2.1328e+05,1.2188e+05,0
1162.6,2.1562e+05,1.2188e+05,0
1344.4,2.1562e+05,1.125e+05,0
1341.1,2.1797e+05,1.125e+05,0
1337.8,2.2031e+05,1.125e+05,0
1305,2.1562e+05,1.1484e+05,0
1301.6,2.1797e+05,1.1484e+05,0
1298.2,2.2031e+05,1.1484e+05,0
1261.7,2.1562e+05,1.1719e+05,0
1258.1,2.1797e+05,1.1719e+05,0
1254.6,2.2031e+05,1.1719e+05,0
1337.8,2.2031e+05,1.125e+05,0
1334.5,2.2266e+05,1.125e+05,0
1331.2,2.25e+05,1.125e+05,0
1298.2,2.2031e+05,1.1484e+05,0
1294.8,2.2266e+05,1.1484e+05,0
1291.4,2.25e+05,1.1484e+05,0
1254.6,2.2031e+05,1.1719e+05,0
1251.1,2.2266e+05,1.1719e+05,0
1247.7,2.25e+05,1.1719e+05,0
1261.7,2.1562e+05,1.1719e+05,0
1258.1,2.1797e+05,1.1719e+05,0
1254.6,2.2031e+05,1.1719e+05,0
1214.2,2.1562e+05,1.1953e+05,0
1210.6,2.1797e+05,1.1953e+05,0
1207.1,2.2031e+05,1.1953e+05,0
1162.6,2.1562e+05,1.2188e+05,0
1159,2.1797e+05,1.2188e+05,0
1155.5,2.2031e+05,1.2188e+05,0
1254.6,2.2031e+05,1.1719e+05,0
1251.1,2.2266e+05,1.1719e+05,0
1247.7,2.25e+05,1.1719e+05,0
1207.1,2.2031e+05,1.1953e+05,0
1203.6,2.2266e+05,1.1953e+05,0
1200.1,2.25e+05,1.1953e+05,0
1155.5,2.2031e+05,1.2188e+05,0
1152,2.2266e+05,1.2188e+05,0
1148.5,2.25e+05,1.2188e+05,0
1177.3,2.0625e+05,1.2188e+05,0
1173.6,2.0859e+05,1.2188e+05,0
1169.9,2.1094e+05,1.2188e+05,0
1121.4,2.0625e+05,1.2422e+05,0
1117.7,2.0859e+05,1.2422e+05,0
1114.1,2.1094e+05,1.2422e+05,0
1061.1,2.0625e+05,1.2656e+05,0
1057.5,2.0859e+05,1.2656e+05,0
1054,2.1094e+05,1.2656e+05,0
1169.9,2.1094e+05,1.2188e+05,0
1166.3,2.1328e+05,1.2188e+05,0
1162.6,2.1562e+05,1.2188e+05,0
1114.1,2.1094e+05,1.2422e+05,0
1110.4,2.1328e+05,1.2422e+05,0
1106.9,2.1562e+05,1.2422e+05,0
1054,2.1094e+05,1.2656e+05,0
1050.4,2.1328e+05,1.2656e+05,0
1047,2.1562e+05,1.2656e+05,0
1061.1,2.0625e+05,1.2656e+05,0
1057.5,2.0859e+05,1.2656e+05,0
1054,2.1094e+05,1.2656e+05,0
996.6,2.0625e+05,1.2891e+05,0
993.15,2.0859e+05,1.2891e+05,0
989.73,2.1094e+05,1.2891e+05,0
927.99,2.0625e+05,1.3125e+05,0
924.73,2.0859e+05,1.3125e+05,0
921.52,2.1094e+05,1.3125e+05,0
1054,2.1094e+05,1.2656e+05,0
1050.4,2.1328e+05,1.2656e+05,0
1047,2.1562e+05,1.2656e+05,0
989.73,2.1094e+05,1.2891e+05,0
986.36,2.1328e+05,1.2891e+05,0
983.03,2.1562e+05,1.2891e+05,0
921.52,2.1094e+05,1.3125e+05,0
918.36,2.1328e+05,1.3125e+05,0
915.23,2.1562e+05,1.3125e+05,0
1162.6,2.1562e+05,1.2188e+05,0
1159,2.1797e+05,1.2188e+05,0
1155.5,2.2031e+05,1.2188e+05,0
1106.9,2.1562e+05,1.2422e+05,0
1103.3,2.1797e+05,1.2422e+05,0
1099.8,2.2031e+05,1.2422e+05,0
1047,2.1562e+05,1.2656e+05,0
1043.5,2.1797e+05,1.2656e+05,0
1040.1,2.2031e+05,1.2656e+05,0
1155.5,2.2031e+05,1.2188e+05,0
1152,2.2266e+05,1.2188e+05,0
1148.5,2.25e+05,1.2188e+05,0
1099.8,2.2031e+05,1.2422e+05,0
1096.4,2.2266e+05,1.2422e+05,0
1092.9,2.25e+05,1.2422e+05,0
1040.1,2.2031e+05,1.2656e+05,0
1036.8,2.2266e+05,1.2656e+05,0
1033.5,2.25e+05,1.2656e+05,0
1047,2.1562e+05,1.2656e+05,0
1043.5,2.1797e+05,1.2656e+05,0
1040.1,2.2031e+05,1.2656e+05,0
983.03,2.1562e+05,1.2891e+05,0
979.74,2.1797e+05,1.2891e+05,0
976.5,2.2031e+05,1.2891e+05,0
915.23,2.1562e+05,1.3125e+05,0
912.15,2.1797e+05,1.3125e+05,0
909.11,2.2031e+05,1.3125e+05,0
1040.1,2.2031e+05,1.2656e+05,0
1036.8,2.2266e+05,1.2656e+05,0
1033.5,2.25e+05,1.2656e+05,0
976.5,2.2031e+05,1.2891e+05,0
973.29,2.2266e+05,1.2891e+05,0
970.13,2.25e+05,1.2891e+05,0
909.11,2.2031e+05,1.3125e+05,0
906.1,2.2266e+05,1.3125e+05,0
903.14,2.25e+05,1.3125e+05,0
955.67,1.875e+05,1.3125e+05,0
952.04,1.8984e+05,1.3125e+05,0
948.46,1.9219e+05,1.3125e+05,0
881.04,1.875e+05,1.3359e+05,0
877.68,1.8984e+05,1.3359e+05,0
874.38,1.9219e+05,1.3359e+05,0
802.37,1.875e+05,1.3594e+05,0
799.35,1.8984e+05,1.3594e+05,0
796.39,1.9219e+05,1.3594e+05,0
948.46,1.9219e+05,1.3125e+05,0
944.93,1.9453e+05,1.3125e+05,0
941.45,1.9688e+05,1.3125e+05,0
874.38,1.9219e+05,1.3359e+05,0
871.12,1.9453e+05,1.3359e+05,0
867.91,1.9688e+05,1.3359e+05,0
796.39,1.9219e+05,1.3594e+05,0
793.46,1.9453e+05,1.3594e+05,0
790.58,1.9688e+05,1.3594e+05,0
802.37,1.875e+05,1.3594e+05,0
799.35,1.8984e+05,1.3594e+05,0
796.39,1.9219e+05,1.3594e+05,0
720.08,1.875e+05,1.3828e+05,0
717.47,1.8984e+05,1.3828e+05,0
714.9,1.9219e+05,1.3828e+05,0
634.64,1.875e+05,1.4062e+05,0
632.48,1.8984e+05,1.4062e+05,0
630.36,1.9219e+05,1.4062e+05,0
796.39,1.9219e+05,1.3594e+05,0
793.46,1.9453e+05,1.3594e+05,0
790.58,1.9688e+05,1.3594e+05,0
714.9,1.9219e+05,1.3828e+05,0
712.36,1.9453e+05,1.3828e+05,0
709.87,1.9688e+05,1.3828e+05,0
630.36,1.9219e+05,1.4062e+05,0
628.27,1.9453e+05,1.4062e+05,0
626.21,1.9688e+05,1.4062e+05,0
941.45,1.9688e+05,1.3125e+05,0
938.02,1.9922e+05,1.3125e+05,0
934.63,2.0156e+05,1.3125e+05,0
867.91,1.9688e+05,1.3359e+05,0
864.74,1.9922e+05,1.3359e+05,0
861.62,2.0156e+05,1.3359e+05,0
790.58,1.9688e+05,1.3594e+05,0
787.75,1.9922e+05,1.3594e+05,0
784.95,2.0156e+05,1.3594e+05,0
934.63,2.0156e+05,1.3125e+05,0
931.28,2.0391e+05,1.3125e+05,0
927.99,2.0625e+05,1.3125e+05,0
861.62,2.0156e+05,1.3359e+05,0
858.55,2.0391e+05,1.3359e+05,0
855.51,2.0625e+05,1.3359e+05,0
784.95,2.0156e+05,1.3594e+05,0
782.2,2.0391e+05,1.3594e+05,0
779.48,2.0625e+05,1.3594e+05,0
790.58,1.9688e+05,1.3594e+05,0
787.75,1.9922e+05,1.3594e+05,0
784.95,2.0156e+05,1.3594e+05,0
709.87,1.9688e+05,1.3828e+05,0
707.42,1.9922e+05,1.3828e+05,0
705,2.0156e+05,1.3828e+05,0
626.21,1.9688e+05,1.4062e+05,0
624.19,1.9922e+05,1.4062e+05,0
622.2,2.0156e+05,1.4062e+05,0
784.95,2.0156e+05,1.3594e+05,0
782.2,2.0391e+05,1.3594e+05,0
779.48,2.0625e+05,1.3594e+05,0
705,2.0156e+05,1.3828e+05,0
702.62,2.0391e+05,1.3828e+05,0
700.27,2.0625e+05,1.3828e+05,0
622.2,2.0156e+05,1.4062e+05,0
620.23,2.0391e+05,1.4062e+05,0
618.3,2.0625e+05,1.4062e+05,0
634.64,1.875e+05,1.4062e+05,0
632.48,1.8984e+05,1.4062e+05,0
630.36,1.9219e+05,1.4062e+05,0
546.62,1.875e+05,1.4297e+05,0
544.96,1.8984e+05,1.4297e+05,0
543.33,1.9219e+05,1.4297e+05,0
456.59,1.875e+05,1.4531e+05,0
455.46,1.8984e+05,1.4531e+05,0
454.36,1.9219e+05,1.4531e+05,0
630.36,1.9219e+05,1.4062e+05,0
628.27,1.9453e+05,1.4062e+05,0
626.21,1.9688e+05,1.4062e+05,0
543.33,1.9219e+05,1.4297e+05,0
541.72,1.9453e+05,1.4297e+05,0
540.14,1.9688e+05,1.4297e+05,0
454.36,1.9219e+05,1.4531e+05,0
453.27,1.9453e+05,1.4531e+05,0
452.19,1.9688e+05,1.4531e+05,0
456.59,1.875e+05,1.4531e+05,0
455.46,1.8984e+05,1.4531e+05,0
454.36,1.9219e+05,1.4531e+05,0
365.14,1.875e+05,1.4766e+05,0
364.57,1.8984e+05,1.4766e+05,0
364.01,1.9219e+05,1.4766e+05,0
273,1.875e+05,1.5e+05,0
273,1.8984e+05,1.5e+05,0
273,1.9219e+05,1.5e+05,0
454.36,1.9219e+05,1.4531e+05,0
453.27,1.9453e+05,1.4531e+05,0
452.19,1.9688e+05,1.4531e+05,0
364.01,1.9219e+05,1.4766e+05,0
363.46,1.9453e+05,1.4766e+05,0
362.92,1.9688e+05,1.4766e+05,0
273,1.9219e+05,1.5e+05,0
273,1.9453e+05,1.5e+05,0
273,1.9688e+05,1.5e+05,0
626.21,1.9688e+05,1.4062e+05,0
624.19,1.9922e+05,1.4062e+05,0
622.2,2.0156e+05,1.4062e+05,0
540.14,1.9688e+05,1.4297e+05,0
538.59,1.9922e+05,1.4297e+05,0
537.05,2.0156e+05,1.4297e+05,0
452.19,1.9688e+05,1.4531e+05,0
451.14,1.9922e+05,1.4531e+05,0
450.1,2.0156e+05,1.4531e+05,0
622.2,2.0156e+05,1.4062e+05,0
620.23,2.0391e+05,1.4062e+05,0
618.3,2.0625e+05,1.4062e+05,0
537.05,2.0156e+05,1.4297e+05,0
535.55,2.0391e+05,1.4297e+05,0
534.06,2.0625e+05,1.4297e+05,0
450.1,2.0156e+05,1.4531e+05,0
449.08,2.0391e+05,1.4531e+05,0
448.07,2.0625e+05,1.4531e+05,0
452.19,1.9688e+05,1.4531e+05,0
451.14,1.9922e+05,1.4531e+05,0
450.1,2.0156e+05,1.4531e+05,0
362.92,1.9688e+05,1.4766e+05,0
362.39,1.9922e+05,1.4766e+05,0
361.86,2.0156e+05,1.4766e+05,0
273,1.9688e+05,1.5e+05,0
273,1.9922e+05,1.5e+05,0
273,2.0156e+05,1.5e+05,0
450.1,2.0156e+05,1.4531e+05,0
449.08,2.0391e+05,1.4531e+05,0
448.07,2.0625e+05,1.4531e+05,0
361.86,2.0156e+05,1.4766e+05,0
361.35,2.0391e+05,1.4766e+05,0
360.84,2.0625e+05,1.4766e+05,0
273,2.0156e+05,1.5e+05,0
273,2.0391e+05,1.5e+05,0
273,2.0625e+05,1.5e+05,0
927.99,2.0625e+05,1.3125e+05,0
924.73,2.0859e+05,1.3125e+05,0
921.52,2.1094e+05,1.3125e+05,0
855.51,2.0625e+05,1.3359e+05,0
852.52,2.0859e+05,1.3359e+05,0
849.57,2.1094e+05,1.3359e+05,0
779.48,2.0625e+05,1.3594e+05,0
776.81,2.0859e+05,1.3594e+05,0
774.17,2.1094e+05,1.3594e+05,0
921.52,2.1094e+05,1.3125e+05,0
918.36,2.1328e+05,1.3125e+05,0
915.23,2.1562e+05,1.3125e+05,0
849.57,2.1094e+05,1.3359e+05,0
846.67,2.1328e+05,1.3359e+05,0
843.8,2.1562e+05,1.3359e+05,0
774.17,2.1094e+05,1.3594e+05,0
771.57,2.1328e+05,1.3594e+05,0
769.01,2.1562e+05,1.3594e+05,0
779.48,2.0625e+05,1.3594e+05,0
776.81,2.0859e+05,1.3594e+05,0
774.17,2.1094e+05,1.3594e+05,0
700.27,2.0625e+05,1.3828e+05,0
697.96,2.0859e+05,1.3828e+05,0
695.69,2.1094e+05,1.3828e+05,0
618.3,2.0625e+05,1.4062e+05,0
616.4,2.0859e+05,1.4062e+05,0
614.52,2.1094e+05,1.4062e+05,0
774.17,2.1094e+05,1.3594e+05,0
771.57,2.1328e+05,1.3594e+05,0
769.01,2.1562e+05,1.3594e+05,0
695.69,2.1094e+05,1.3828e+05,0
693.44,2.1328e+05,1.3828e+05,0
691.23,2.1562e+05,1.3828e+05,0
614.52,2.1094e+05,1.4062e+05,0
612.67,2.1328e+05,1.4062e+05,0
610.85,2.1562e+05,1.4062e+05,0
915.23,2.1562e+05,1.3125e+05,0
912.15,2.1797e+05,1.3125e+05,0
909.11,2.2031e+05,1.3125e+05,0
843.8,2.1562e+05,1.3359e+05,0
840.97,2.1797e+05,1.3359e+05,0
838.18,2.2031e+05,1.3359e+05,0
769.01,2.1562e+05,1.3594e+05,0
766.48,2.1797e+05,1.3594e+05,0
763.99,2.2031e+05,1.3594e+05,0
909.11,2.2031e+05,1.3125e+05,0
906.1,2.2266e+05,1.3125e+05,0
903.14,2.25e+05,1.3125e+05,0
838.18,2.2031e+05,1.3359e+05,0
835.42,2.2266e+05,1.3359e+05,0
832.71,2.25e+05,1.3359e+05,0
763.99,2.2031e+05,1.3594e+05,0
761.54,2.2266e+05,1.3594e+05,0
759.11,2.25e+05,1.3594e+05,0
769.01,2.1562e+05,1.3594e+05,0
766.48,2.1797e+05,1.3594e+05,0
763.99,2.2031e+05,1.3594e+05,0
691.23,2.1562e+05,1.3828e+05,0
689.05,2.1797e+05,1.3828e+05,0
686.9,2.2031e+05,1.3828e+05,0
610.85,2.1562e+05,1.4062e+05,0
609.06,2.1797e+05,1.4062e+05,0
607.29,2.2031e+05,1.4062e+05,0
763.99,2.2031e+05,1.3594e+05,0
761.54,2.2266e+05,1.3594e+05,0
759.11,2.25e+05,1.3594e+05,0
686.9,2.2031e+05,1.3828e+05,0
684.79,2.2266e+05,1.3828e+05,0
682.7,2.25e+05,1.3828e+05,0
607.29,2.2031e+05,1.4062e+05,0
605.55,2.2266e+05,1.4062e+05,0
603.84,2.25e+05,1.4062e+05,0
618.3,2.0625e+05,1.4062e+05,0
616.4,2.0859e+05,1.4062e+05,0
614.52,2.1094e+05,1.4062e+05,0
534.06,2.0625e+05,1.4297e+05,0
532.6,2.0859e+05,1.4297e+05,0
531.16,2.1094e+05,1.4297e+05,0
448.07,2.0625e+05,1.4531e+05,0
447.08,2.0859e+05,1.4531e+05,0
446.11,2.1094e+05,1.4531e+05,0
614.52,2.1094e+05,1.4062e+05,0
612.67,2.1328e+05,1.4062e+05,0
610.85,2.1562e+05,1.4062e+05,0
531.16,2.1094e+05,1.4297e+05,0
529.75,2.1328e+05,1.4297e+05,0
528.35,2.1562e+05,1.4297e+05,0
446.11,2.1094e+05,1.4531e+05,0
445.15,2.1328e+05,1.4531e+05,0
444.2,2.1562e+05,1.4531e+05,0
448.07,2.0625e+05,1.4531e+05,0
447.08,2.0859e+05,1.4531e+05,0
446.11,2.1094e+05,1.4531e+05,0
360.84,2.0625e+05,1.4766e+05,0
360.34,2.0859e+05,1.4766e+05,0
359.85,2.1094e+05,1.4766e+05,0
273,2.0625e+05,1.5e+05,0
273,2.0859e+05,1.5e+05,0
273,2.1094e+05,1.5e+05,0
446.11,2.1094e+05,1.4531e+05,0
445.15,2.1328e+05,1.4531e+05,0
444.2,2.1562e+05,1.4531e+05,0
359.85,2.1094e+05,1.4766e+05,0
359.36,2.1328e+05,1.4766e+05,0
358.88,2.1562e+05,1.4766e+05,0
273,2.1094e+05,1.5e+05,0
273,2.1328e+05,1.5e+05,0
273,2.1562e+05,1.5e+05,0
610.85,2.1562e+05,1.4062e+05,0
609.06,2.1797e+05,1.4062e+05,0
607.29,2.2031e+05,1.4062e+05,0
528.35,2.1562e+05,1.4297e+05,0
526.98,2.1797e+05,1.4297e+05,0
525.62,2.2031e+05,1.4297e+05,0
444.2,2.1562e+05,1.4531e+05,0
443.27,2.1797e+05,1.4531e+05,0
442.35,2.2031e+05,1.4531e+05,0
607.29,2.2031e+05,1.4062e+05,0
605.55,2.2266e+05,1.4062e+05,0
603.84,2.25e+05,1.4062e+05,0
525.62,2.2031e+05,1.4297e+05,0
524.29,2.2266e+05,1.4297e+05,0
522.97,2.25e+05,1.4297e+05,0
442.35,2.2031e+05,1.4531e+05,0
441.45,2.2266e+05,1.4531e+05,0
440.56,2.25e+05,1.4531e+05,0
444.2,2.1562e+05,1.4531e+05,0
443.27,2.1797e+05,1.4531e+05,0
442.35,2.2031e+05,1.4531e+05,0
358.88,2.1562e+05,1.4766e+05,0
358.41,2.1797e+05,1.4766e+05,0
357.95,2.2031e+05,1.4766e+05,0
273,2.1562e+05,1.5e+05,0
273,2.1797e+05,1.5e+05,0
273,2.2031e+05,1.5e+05,0
442.35,2.2031e+05,1.4531e+05,0
441.45,2.2266e+05,1.4531e+05,0
440.56,2.25e+05,1.4531e+05,0
357.95,2.2031e+05,1.4766e+05,0
357.5,2.2266e+05,1.4766e+05,0
357.05,2.25e+05,1.4766e+05,0
273,2.2031e+05,1.5e+05,0
273,2.2266e+05,1.5e+05,0
273,2.25e+05,1.5e+05,0
1601.3,2.25e+05,75000,0
1600.6,2.2734e+05,75000,0
1599.9,2.2969e+05,75000,0
1596.7,2.25e+05,77344,0
1595.9,2.2734e+05,77344,0
1595.1,2.2969e+05,77344,0
1591.3,2.25e+05,79688,0
1590.4,2.2734e+05,79688,0
1589.5,2.2969e+05,79688,0
1599.9,2.2969e+05,75000,0
1599.2,2.3203e+05,75000,0
1598.5,2.3438e+05,75000,0
1595.1,2.2969e+05,77344,0
1594.3,2.3203e+05,77344,0
1593.5,2.3438e+05,77344,0
1589.5,2.2969e+05,79688,0
1588.5,2.3203e+05,79688,0
1587.6,2.3438e+05,79688,0
1591.3,2.25e+05,79688,0
1590.4,2.2734e+05,79688,0
1589.5,2.2969e+05,79688,0
1584.9,2.25e+05,82031,0
1583.9,2.2734e+05,82031,0
1582.8,2.2969e+05,82031,0
1577.4,2.25e+05,84375,0
1576.2,2.2734e+05,84375,0
1575,2.2969e+05,84375,0
1589.5,2.2969e+05,79688,0
1588.5,2.3203e+05,79688,0
1587.6,2.3438e+05,79688,0
1582.8,2.2969e+05,82031,0
1581.7,2.3203e+05,82031,0
1580.7,2.3438e+05,82031,0
1575,2.2969e+05,84375,0
1573.8,2.3203e+05,84375,0
1572.6,2.3438e+05,84375,0
1598.5,2.3438e+05,75000,0
1597.8,2.3672e+05,75000,0
1597.1,2.3906e+05,75000,0
1593.5,2.3438e+05,77344,0
1592.7,2.3672e+05,77344,0
1591.8,2.3906e+05,77344,0
1587.6,2.3438e+05,79688,0
1586.7,2.3672e+05,79688,0
1585.7,2.3906e+05,79688,0
1597.1,2.3906e+05,75000,0
1596.3,2.4141e+05,75000,0
1595.6,2.4375e+05,75000,0
1591.8,2.3906e+05,77344,0
1591,2.4141e+05,77344,0
1590.1,2.4375e+05,77344,0
1585.7,2.3906e+05,79688,0
1584.7,2.4141e+05,79688,0
1583.7,2.4375e+05,79688,0
1587.6,2.3438e+05,79688,0
1586.7,2.3672e+05,79688,0
1585.7,2.3906e+05,79688,0
1580.7,2.3438e+05,82031,0
1579.6,2.3672e+05,82031,0
1578.5,2.3906e+05,82031,0
1572.6,2.3438e+05,84375,0
1571.4,2.3672e+05,84375,0
1570.1,2.3906e+05,84375,0
1585.7,2.3906e+05,79688,0
1584.7,2.4141e+05,79688,0
1583.7,2.4375e+05,79688,0
1578.5,2.3906e+05,82031,0
1577.4,2.4141e+05,82031,0
1576.3,2.4375e+05,82031,0
1570.1,2.3906e+05,84375,0
1568.9,2.4141e+05,84375,0
1567.6,2.4375e+05,84375,0
1577.4,2.25e+05,84375,0
1576.2,2.2734e+05,84375,0
1575,2.2969e+05,84375,0
1568.6,2.25e+05,86719,0
1567.2,2.2734e+05,86719,0
1565.9,2.2969e+05,86719,0
1558.3,2.25e+05,89062,0
1556.8,2.2734e+05,89062,0
1555.3,2.2969e+05,89062,0
1575,2.2969e+05,84375,0
1573.8,2.3203e+05,84375,0
1572.6,2.3438e+05,84375,0
1565.9,2.2969e+05,86719,0
1564.5,2.3203e+05,86719,0
1563.2,2.3438e+05,86719,0
1555.3,2.2969e+05,89062,0
1553.8,2.3203e+05,89062,0
1552.3,2.3438e+05,89062,0
1558.3,2.25e+05,89062,0
1556.8,2.2734e+05,89062,0
1555.3,2.2969e+05,89062,0
1546.4,2.25e+05,91406,0
1544.8,2.2734e+05,91406,0
1543.1,2.2969e+05,91406,0
1532.7,2.25e+05,93750,0
1530.9,2.2734e+05,93750,0
1529,2.2969e+05,93750,0
1555.3,2.2969e+05,89062,0
1553.8,2.3203e+05,89062,0
1552.3,2.3438e+05,89062,0
1543.1,2.2969e+05,91406,0
1541.4,2.3203e+05,91406,0
1539.7,2.3438e+05,91406,0
1529,2.2969e+05,93750,0
1527.1,2.3203e+05,93750,0
1525.3,2.3438e+05,93750,0
1572.6,2.3438e+05,84375,0
1571.4,2.3672e+05,84375,0
1570.1,2.3906e+05,84375,0
1563.2,2.3438e+05,86719,0
1561.8,2.3672e+05,86719,0
1560.4,2.3906e+05,86719,0
1552.3,2.3438e+05,89062,0
1550.7,2.3672e+05,89062,0
1549.2,2.3906e+05,89062,0
1570.1,2.3906e+05,84375,0
1568.9,2.4141e+05,84375,0
1567.6,2.4375e+05,84375,0
1560.4,2.3906e+05,86719,0
1559,2.4141e+05,86719,0
1557.6,2.4375e+05,86719,0
1549.2,2.3906e+05,89062,0
1547.6,2.4141e+05,89062,0
1546.1,2.4375e+05,89062,0
1552.3,2.3438e+05,89062,0
1550.7,2.3672e+05,89062,0
1549.2,2.3906e+05,89062,0
1539.7,2.3438e+05,91406,0
1538,2.3672e+05,91406,0
1536.3,2.3906e+05,91406,0
1525.3,2.3438e+05,93750,0
1523.4,2.3672e+05,93750,0
1521.5,2.3906e+05,93750,0
1549.2,2.3906e+05,89062,0
1547.6,2.4141e+05,89062,0
1546.1,2.4375e+05,89062,0
1536.3,2.3906e+05,91406,0
1534.6,2.4141e+05,91406,0
1532.8,2.4375e+05,91406,0
1521.5,2.3906e+05,93750,0
1519.6,2.4141e+05,93750,0
1517.7,2.4375e+05,93750,0
1595.6,2.4375e+05,75000,0
1594.8,2.4609e+05,75000,0
1594,2.4844e+05,75000,0
1590.1,2.4375e+05,77344,0
1589.2,2.4609e+05,77344,0
1588.4,2.4844e+05,77344,0
1583.7,2.4375e+05,79688,0
1582.7,2.4609e+05,79688,0
1581.7,2.4844e+05,79688,0
1594,2.4844e+05,75000,0
1593.2,2.5078e+05,75000,0
1592.4,2.5312e+05,75000,0
1588.4,2.4844e+05,77344,0
1587.5,2.5078e+05,77344,0
1586.6,2.5312e+05,77344,0
1581.7,2.4844e+05,79688,0
1580.7,2.5078e+05,79688,0
1579.7,2.5312e+05,79688,0
1583.7,2.4375e+05,79688,0
1582.7,2.4609e+05,79688,0
1581.7,2.4844e+05,79688,0
1576.3,2.4375e+05,82031,0
1575.2,2.4609e+05,82031,0
1574,2.4844e+05,82031,0
1567.6,2.4375e+05,84375,0
1566.4,2.4609e+05,84375,0
1565.1,2.4844e+05,84375,0
1581.7,2.4844e+05,79688,0
1580.7,2.5078e+05,79688,0
1579.7,2.5312e+05,79688,0
1574,2.4844e+05,82031,0
1572.9,2.5078e+05,82031,0
1571.7,2.5312e+05,82031,0
1565.1,2.4844e+05,84375,0
1563.8,2.5078e+05,84375,0
1562.5,2.5312e+05,84375,0
1592.4,2.5312e+05,75000,0
1591.6,2.5547e+05,75000,0
1590.8,2.5781e+05,75000,0
1586.6,2.5312e+05,77344,0
1585.6,2.5547e+05,77344,0
1584.7,2.5781e+05,77344,0
1579.7,2.5312e+05,79688,0
1578.7,2.5547e+05,79688,0
